9,9,0,Standard,0.16,j,0.42274010000983253,None,,,,,,,,,,,,,,0,9,9,11,,,,,,,,,34.28691289998824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.07679089996964,35.08642349997535,35.876242199970875,35.88622819999,,,,,,,,,,,,,,,,,,,#4DAF4A,34.280285999993794,34.28691289998824,34.28691289998824,34.28691289998824,34.28691289998824,34.28691289998824,34.28691289998824,34.28691289998824,34.48713969998062,34.48713969998062,34.48713969998062,34.48713969998062,34.48713969998062,34.48713969998062,34.48713969998062,34.47645649994956,34.47650589997647,34.48713969998062,34.645401799993124,34.63277539995033,34.637536700000055,34.645401799993124,34.645401799993124,34.645401799993124,34.645401799993124,34.645401799993124,34.645401799993124,34.645401799993124,34.645401799993124,34.842882599972654,34.842882599972654,34.842882599972654,34.842882599972654,34.842882599972654,34.842882599972654,35.07669499999611,j,0.42274010000983253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
10,10,0,Barrier,0.08,f,0.6716259000240825,None,,,,,,,,,,,,,,0,10,10,6,,,,,,,,,35.88622819999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.84324019995984,36.853446599969175,37.64293739997083,37.65369599999394,,,,,,,,,,,,,,,,,,,#4DAF4A,35.87901429994963,35.88622819999,35.88622819999,35.88622819999,35.88622819999,35.88622819999,35.88622819999,35.88622819999,36.086820299969986,36.086820299969986,36.086820299969986,36.086820299969986,36.086820299969986,36.086820299969986,36.086820299969986,36.076031799952034,36.07606789999409,36.086820299969986,36.16814159997739,36.153048699954525,36.15792789997067,36.16814159997739,36.16814159997739,36.16814159997739,36.16814159997739,36.16814159997739,36.16814159997739,36.16814159997739,36.16814159997739,36.36487119999947,36.36487119999947,36.36487119999947,36.36487119999947,36.36487119999947,36.36487119999947,36.8431156000006,f,0.6716259000240825,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
11,11,0,Barrier,0,j,0.2813229000312276,None,,,,,,,,,,,,,,0,11,11,4,,,,,,,,,37.65369599999394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.14305059995968,38.153694699984044,38.94275429996196,38.952766999951564,,,,,,,,,,,,,,,,,,,#E41A1C,37.6463267999934,37.65369599999394,37.65369599999394,37.65369599999394,37.65369599999394,37.65369599999394,37.65369599999394,37.65369599999394,37.852760199981276,37.852760199981276,37.852760199981276,37.852760199981276,37.852760199981276,37.852760199981276,37.852760199981276,37.84218959999271,37.84222619998036,37.852760199981276,37.852760199981276,37.84232189995237,37.845380699960515,37.852760199981276,37.852760199981276,37.852760199981276,37.852760199981276,37.852760199981276,37.852760199981276,37.852760199981276,37.852760199981276,38.05364009999903,38.05364009999903,38.05364009999903,38.05364009999903,38.05364009999903,38.05364009999903,38.14295899996068,j,0.2813229000312276,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.94289459998254,38.952766999951564,39.44152459996985,space,1.0069255999987945,None,40.45410199998878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
0,0,0,,,,,,Standard,0,f,0.8830784999881871,None,,,,,,,,,,,,,0,0,0,0,0,0,0,12,40.470657099969685,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,41.554237699951045,41.56426969997119,42.35425119998399,42.36452329996973,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.46348339994438,40.470657099969685,40.470657099969685,40.470657099969685,40.470657099969685,40.470657099969685,40.470657099969685,40.470657099969685,40.66474069998367,40.66474069998367,40.66474069998367,40.66474069998367,40.66474069998367,40.66474069998367,40.66474069998367,40.654000799986534,40.65405539999483,40.66474069998367,40.66474069998367,40.654177299991716,40.65746149996994,40.66474069998367,40.66474069998367,40.66474069998367,40.66474069998367,40.66474069998367,40.66474069998367,40.66474069998367,40.66474069998367,40.86419069999829,40.86419069999829,40.86419069999829,40.86419069999829,40.86419069999829,40.86419069999829,41.55413189996034,f,0.8830784999881871,None,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
1,1,0,,,,,,Portal,0.08,j,1.8083199999528006,None,,,,,,,,,,,,,0,0,0,0,0,1,1,4,42.36452329996973,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,44.4539065999561,44.463476299948525,45.252526799973566,45.26342959998874,,,,,,,,,,,,,,,,,,,#FF7F00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.35806389997015,42.36452329996973,42.36452329996973,42.36452329996973,42.36452329996973,42.36452329996973,42.36452329996973,42.36452329996973,42.564319400000386,42.564319400000386,42.564319400000386,42.564319400000386,42.564319400000386,42.564319400000386,42.564319400000386,42.55267029994866,42.552703899971675,42.564319400000386,42.641830099979416,42.631545699958224,42.63469899998745,42.641830099979416,42.641830099979416,42.641830099979416,42.641830099979416,42.641830099979416,42.641830099979416,42.641830099979416,42.641830099979416,42.842318499984685,42.842318499984685,42.842318499984685,42.842318499984685,42.842318499984685,42.842318499984685,44.453806999954395,j,1.8083199999528006,None,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
2,2,0,,,,,,Barrier,0.16,f,1.9082039999775589,None,,,,,,,,,,,,,0,0,0,0,0,2,2,11,45.26342959998874,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,47.530920599994715,47.54134629998589,48.33355569996638,,,,,,,,,,,,,,,,,,,,#984EA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.25516239996068,45.26342959998874,45.26342959998874,45.26342959998874,45.26342959998874,45.26342959998874,45.26342959998874,45.26342959998874,45.46446069999365,45.46446069999365,45.46446069999365,45.46446069999365,45.46446069999365,45.46446069999365,45.46446069999365,45.45364339998923,45.45371009997325,45.46446069999365,45.61906269995961,45.608214299951214,45.61196699994616,45.61906269995961,45.61906269995961,45.61906269995961,45.61906269995961,45.61906269995961,45.61906269995961,45.61906269995961,45.61906269995961,45.820534999947995,45.820534999947995,45.820534999947995,45.820534999947995,45.820534999947995,45.820534999947995,47.530843499989714,f,1.9082039999775589,None,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
3,3,0,,,,,,Barrier,0,j,0.7664769000257365,None,,,,,,,,,,,,,0,0,0,0,0,3,3,6,48.34126359998481,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,49.308555600000545,49.32021929998882,50.10877429996617,,,,,,,,,,,,,,,,,,,,#F781BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3364608999691,48.34126359998481,48.34126359998481,48.34126359998481,48.34126359998481,48.34126359998481,48.34126359998481,48.34126359998481,48.541086599987466,48.541086599987466,48.541086599987466,48.541086599987466,48.541086599987466,48.541086599987466,48.541086599987466,48.53081069997279,48.53084629995283,48.541086599987466,48.541086599987466,48.53094809997128,48.53375889995368,48.541086599987466,48.541086599987466,48.541086599987466,48.541086599987466,48.541086599987466,48.541086599987466,48.541086599987466,48.541086599987466,48.741970199975185,48.741970199975185,48.741970199975185,48.741970199975185,48.741970199975185,48.741970199975185,49.30845699994825,j,0.7664769000257365,None,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
4,4,0,,,,,,Standard,0.08,f,0.663401999976486,None,,,,,,,,,,,,,0,0,0,0,0,4,4,16,50.11871849995805,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,51.06448719999753,51.07509929995285,51.864446499967016,51.874231199966744,,,,,,,,,,,,,,,,,,,#984EA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.1125756999827,50.11871849995805,50.11871849995805,50.11871849995805,50.11871849995805,50.11871849995805,50.11871849995805,50.11871849995805,50.31975489994511,50.31975489994511,50.31975489994511,50.31975489994511,50.31975489994511,50.31975489994511,50.31975489994511,50.30901869997615,50.3090653999825,50.31975489994511,50.398738399962895,50.3871326999506,50.390308999980334,50.398738399962895,50.398738399962895,50.398738399962895,50.398738399962895,50.398738399962895,50.398738399962895,50.398738399962895,50.398738399962895,50.5974771999754,50.5974771999754,50.5974771999754,50.5974771999754,50.5974771999754,50.5974771999754,51.064416499983054,f,0.663401999976486,None,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
5,5,0,,,,,,Standard,0.02,f,0.58347849996062,None,,,,,,,,,,,,,0,0,0,0,0,5,5,14,51.874231199966744,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,52.687324499944225,52.69644299999345,53.48639219999313,53.497381199966185,,,,,,,,,,,,,,,,,,,#4DAF4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.86777459998848,51.874231199966744,51.874231199966744,51.874231199966744,51.874231199966744,51.874231199966744,51.874231199966744,51.874231199966744,52.07432069996139,52.07432069996139,52.07432069996139,52.07432069996139,52.07432069996139,52.07432069996139,52.07432069996139,52.06478229997447,52.0648362999782,52.07432069996139,52.097897799976636,52.08695319999242,52.09053579997271,52.097897799976636,52.097897799976636,52.097897799976636,52.097897799976636,52.097897799976636,52.097897799976636,52.097897799976636,52.097897799976636,52.297617099946365,52.297617099946365,52.297617099946365,52.297617099946365,52.297617099946365,52.297617099946365,52.68719129997771,f,0.58347849996062,None,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
6,6,0,,,,,,Portal,0.16,f,0.7295978000038303,None,,,,,,,,,,,,,0,0,0,0,0,6,6,5,53.497381199966185,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,54.58661259996006,54.596289499953855,55.385506799968425,55.39631839998765,,,,,,,,,,,,,,,,,,,#1B9E77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49032599997008,53.497381199966185,53.497381199966185,53.497381199966185,53.497381199966185,53.497381199966185,53.497381199966185,53.497381199966185,53.69726909999736,53.69726909999736,53.69726909999736,53.69726909999736,53.69726909999736,53.69726909999736,53.69726909999736,53.686433999973815,53.68648379994556,53.69726909999736,53.85222269996302,53.84125369996764,53.84477819997119,53.85222269996302,53.85222269996302,53.85222269996302,53.85222269996302,53.85222269996302,53.85222269996302,53.85222269996302,53.85222269996302,54.05304739996791,54.05304739996791,54.05304739996791,54.05304739996791,54.05304739996791,54.05304739996791,54.58651509997435,f,0.7295978000038303,None,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
7,7,0,,,,,,Portal,0.02,f,0.596750000026077,None,,,,,,,,,,,,,0,0,0,0,0,7,7,2,55.39631839998765,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,56.22094959998503,56.2297812999459,57.01968949998263,57.02978909999365,,,,,,,,,,,,,,,,,,,#A65628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.38844559999416,55.39631839998765,55.39631839998765,55.39631839998765,55.39631839998765,55.39631839998765,55.39631839998765,55.39631839998765,55.59621619997779,55.59621619997779,55.59621619997779,55.59621619997779,55.59621619997779,55.59621619997779,55.59621619997779,55.58640549995471,55.58645319996867,55.59621619997779,55.61865039996337,55.60852499998873,55.61183639999945,55.61865039996337,55.61865039996337,55.61865039996337,55.61865039996337,55.61865039996337,55.61865039996337,55.61865039996337,55.61865039996337,55.81895489996532,55.81895489996532,55.81895489996532,55.81895489996532,55.81895489996532,55.81895489996532,56.220816599961836,f,0.596750000026077,None,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
8,8,0,,,,,,Standard,0.16,f,0.40188810002291575,None,,,,,,,,,,,,,0,0,0,0,0,8,8,17,57.02978909999365,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,57.79763709998224,57.807765599980485,58.59632499999134,58.60779299994465,,,,,,,,,,,,,,,,,,,#A65628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.022829599969555,57.02978909999365,57.02978909999365,57.02978909999365,57.02978909999365,57.02978909999365,57.02978909999365,57.02978909999365,57.23048149998067,57.23048149998067,57.23048149998067,57.23048149998067,57.23048149998067,57.23048149998067,57.23048149998067,57.21966969995992,57.219718599983025,57.23048149998067,57.38613199995598,57.37540329998592,57.37874559999909,57.38613199995598,57.38613199995598,57.38613199995598,57.38613199995598,57.38613199995598,57.38613199995598,57.38613199995598,57.38613199995598,57.58537919999799,57.58537919999799,57.58537919999799,57.58537919999799,57.58537919999799,57.58537919999799,57.79753519996302,f,0.40188810002291575,None,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
9,9,0,,,,,,Portal,0,f,0.4191982999909669,None,,,,,,,,,,,,,0,0,0,0,0,9,9,0,58.60779299994465,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,59.23059569997713,59.24047409999184,60.02966020000167,60.04043609998189,,,,,,,,,,,,,,,,,,,#4DAF4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.600306599983014,58.60779299994465,58.60779299994465,58.60779299994465,58.60779299994465,58.60779299994465,58.60779299994465,58.60779299994465,58.807221599970944,58.807221599970944,58.807221599970944,58.807221599970944,58.807221599970944,58.807221599970944,58.807221599970944,58.796485999948345,58.79653799999505,58.807221599970944,58.807221599970944,58.79668259999016,58.79953859996749,58.807221599970944,58.807221599970944,58.807221599970944,58.807221599970944,58.807221599970944,58.807221599970944,58.807221599970944,58.807221599970944,59.007651299994905,59.007651299994905,59.007651299994905,59.007651299994905,59.007651299994905,59.007651299994905,59.23052379995352,f,0.4191982999909669,None,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
10,10,0,,,,,,Barrier,0.08,f,0.15814290003618225,None,,,,,,,,,,,,,0,0,0,0,0,10,10,10,60.04043609998189,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,60.486499099992216,60.496211499965284,61.28607329999795,61.295884699968155,,,,,,,,,,,,,,,,,,,#377EB8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.032458299945574,60.04043609998189,60.04043609998189,60.04043609998189,60.04043609998189,60.04043609998189,60.04043609998189,60.04043609998189,60.24146160000237,60.24146160000237,60.24146160000237,60.24146160000237,60.24146160000237,60.24146160000237,60.24146160000237,60.23060089995852,60.23065909999423,60.24146160000237,60.3192247999832,60.30827609996777,60.31170530000236,60.3192247999832,60.3192247999832,60.3192247999832,60.3192247999832,60.3192247999832,60.3192247999832,60.3192247999832,60.3192247999832,,,,,,,60.486386699951254,f,0.15814290003618225,None,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
11,11,0,,,,,,Barrier,0.04,f,0.30485070002032444,None,,,,,,,,,,,,,0,0,0,0,0,11,11,9,61.295884699968155,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,61.85258019994944,61.86258369998541,62.65271080000093,62.662924899952486,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.28962049999973,61.295884699968155,61.295884699968155,61.295884699968155,61.295884699968155,61.295884699968155,61.295884699968155,61.295884699968155,61.4964481999632,61.4964481999632,61.4964481999632,61.4964481999632,61.4964481999632,61.4964481999632,61.4964481999632,61.48613989999285,61.48618989996612,61.4964481999632,61.54133359994739,61.530744199990295,61.53375399997458,61.54133359994739,61.54133359994739,61.54133359994739,61.54133359994739,61.54133359994739,61.54133359994739,61.54133359994739,61.54133359994739,61.74035839998396,61.74035839998396,61.74035839998396,61.74035839998396,61.74035839998396,61.74035839998396,61.85248399997363,f,0.30485070002032444,None,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
12,12,0,,,,,,Barrier,0.02,f,0.3047933999914676,None,,,,,,,,,,,,,0,0,0,0,0,12,12,8,62.662924899952486,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,63.19754299998749,63.20812789996853,63.99631259997841,64.00760849996004,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.65596499998355,62.662924899952486,62.662924899952486,62.662924899952486,62.662924899952486,62.662924899952486,62.662924899952486,62.662924899952486,62.862642899970524,62.862642899970524,62.862642899970524,62.862642899970524,62.862642899970524,62.862642899970524,62.862642899970524,62.85170489997836,62.85175309999613,62.862642899970524,62.88550829997985,62.87510049995035,62.87890199996764,62.88550829997985,62.88550829997985,62.88550829997985,62.88550829997985,62.88550829997985,62.88550829997985,62.88550829997985,62.88550829997985,63.08487599994987,63.08487599994987,63.08487599994987,63.08487599994987,63.08487599994987,63.08487599994987,63.19743159995414,f,0.3047933999914676,None,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
13,13,0,,,,,,Standard,0.04,f,0.3566712000174448,None,,,,,,,,,,,,,0,0,0,0,0,13,13,15,64.00760849996004,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,64.60795049997978,64.61798579996685,65.40860679995967,,,,,,,,,,,,,,,,,,,,#F781BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.999099399952684,64.00760849996004,64.00760849996004,64.00760849996004,64.00760849996004,64.00760849996004,64.00760849996004,64.00760849996004,64.20816539996304,64.20816539996304,64.20816539996304,64.20816539996304,64.20816539996304,64.20816539996304,64.20816539996304,64.19628589996137,64.19632059999276,64.20816539996304,64.24366219999501,64.2313113999553,64.23598619998666,64.24366219999501,64.24366219999501,64.24366219999501,64.24366219999501,64.24366219999501,64.24366219999501,64.24366219999501,64.24366219999501,64.44094639999093,64.44094639999093,64.44094639999093,64.44094639999093,64.44094639999093,64.44094639999093,64.60787749994779,f,0.3566712000174448,None,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
14,14,0,,,,,,Portal,0.04,f,0.34832620003726333,None,,,,,,,,,,,,,0,0,0,0,0,14,14,3,65.41984229994705,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,66.01898529997561,66.03004709997913,66.81803599995328,66.82892239995999,,,,,,,,,,,,,,,,,,,#FF7F00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.41228209994733,65.41984229994705,65.41984229994705,65.41984229994705,65.41984229994705,65.41984229994705,65.41984229994705,65.41984229994705,65.619126399979,65.619126399979,65.619126399979,65.619126399979,65.619126399979,65.619126399979,65.619126399979,65.6076171999448,65.60765469999751,65.619126399979,65.66229909996036,65.65247729996918,65.65563479997218,65.66229909996036,65.66229909996036,65.66229909996036,65.66229909996036,65.66229909996036,65.66229909996036,65.66229909996036,65.66229909996036,65.86330309999175,65.86330309999175,65.86330309999175,65.86330309999175,65.86330309999175,65.86330309999175,66.01891789998626,f,0.34832620003726333,None,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
15,15,0,,,,,,Portal,0.01,f,0.27765379997435957,None,,,,,,,,,,,,,0,0,0,0,0,15,15,1,66.82892239995999,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,67.33076669997536,67.3400602999609,68.12922909995541,68.13999070000136,,,,,,,,,,,,,,,,,,,#377EB8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.821160099993,66.82892239995999,66.82892239995999,66.82892239995999,66.82892239995999,66.82892239995999,66.82892239995999,66.82892239995999,67.02909989998443,67.02909989998443,67.02909989998443,67.02909989998443,67.02909989998443,67.02909989998443,67.02909989998443,67.01915549999103,67.01920339994831,67.02909989998443,67.04037819994846,67.02931649994571,67.03227779996814,67.04037819994846,67.04037819994846,67.04037819994846,67.04037819994846,67.04037819994846,67.04037819994846,67.04037819994846,67.04037819994846,67.2406428999966,67.2406428999966,67.2406428999966,67.2406428999966,67.2406428999966,67.2406428999966,67.33065989997704,f,0.27765379997435957,None,,001,2026-06-16_20h16.34.728,Teamprojekt,,2025.1.0,86.23841817570244,2026-06-16 20h16.39.256714 +0200,
16,16,0,,,,,,Barrier,0.01,,,,,,,,,,,,,,,,,,,,0,16,16,7,68.13999070000136,,,,,,,,,RL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#E41A1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.13221699994756,68.13999070000136,68.13999070000136,68.13999070000136,68.13999070000136,68.13999070000136,68.13999070000136,68.13999070000136,68.34078169998247,68.34078169998247,68.34078169998247,68.34078169998247,68.34078169998247,68.34078169998247,68.34078169998247,68.33038459997624,68.33043509995332,68.34078169998247,68.35109799995553,68.34103249997133,68.34433019999415,68.35109799995553,68.35109799995553,68.35109799995553,68.35109799995553,68.35109799995553,68.35109799995553,68.35109799995553,68.35109799995553,68.55203729995992,68.55203729995992,68.55203729995992,68.55203729995992,68.55203729995992,68.55203729995992,,,,,,,,,,,,,
